"","unitid","year","opeid.x","fips.x.x","pp_years_since_entering_repay","pp_cohort_year.x","pp_repay_rate","pp_repay_rate_lowincome","pp_repay_rate_midincome","pp_repay_count_highincome","pp_race","pp_sex","grad rate","enrollment","received any aid","pct students receiving aid","pp_inst_name_fsa","pp_loan_type","pp_loan_recipients_unitid","pp_value_loan_disbursements_unitid","pp_hbcu","pp_average_loan","unsub_cohort_year.x","unsub_loan_type","unsub_loan_recipients_unitid","unsub_value_loan_disbursements_unitid","unsub_hbcu","unsub_average_loan"
"229",139630,2010,156300,13,3,2007,0.626812,0.513274,0.692308,46,2,99,0.188,700,1,0.99,"EMMANUEL COLLEGE",7,133,857110,"No",6444.43609022556,2007,4,542,2040712,"No",3765.15129151292
"230",139630,2010,156300,13,3,2007,0.626812,0.513274,0.692308,46,1,99,0.433,700,1,0.99,"EMMANUEL COLLEGE",7,133,857110,"No",6444.43609022556,2007,4,542,2040712,"No",3765.15129151292
"231",139630,2012,156300,13,5,2007,0.632107,0.5,0.717742,47,1,99,0.462,748,1,1,"EMMANUEL COLLEGE",7,102,856636,"No",8398.39215686274,2007,4,498,2183381,"No",4384.29919678715
"232",139630,2012,156300,13,5,2007,0.632107,0.5,0.717742,47,2,99,0.36,748,1,1,"EMMANUEL COLLEGE",7,102,856636,"No",8398.39215686274,2007,4,498,2183381,"No",4384.29919678715
"233",139700,2010,950700,13,3,2007,0.52286,0.443548,0.610778,147,1,99,0.071,4093,1,0.71,"GEORGIA HIGHLANDS COLLEGE",7,16,51396,"No",3212.25,2007,4,1082,3355365,"No",3101.07670979667
"234",139700,2010,950700,13,3,2007,0.52286,0.443548,0.610778,147,2,99,0.03,4093,1,0.71,"GEORGIA HIGHLANDS COLLEGE",7,16,51396,"No",3212.25,2007,4,1082,3355365,"No",3101.07670979667
"235",139700,2012,950700,13,5,2007,0.531353,0.451531,0.605556,157,2,99,0.024,4071,1,0.83,"GEORGIA HIGHLANDS COLLEGE",7,8,38230,"No",4778.75,2007,4,1237,3754812,"No",3035.41794664511
"236",139700,2012,950700,13,5,2007,0.531353,0.451531,0.605556,157,1,99,0.084,4071,1,0.83,"GEORGIA HIGHLANDS COLLEGE",7,8,38230,"No",4778.75,2007,4,1237,3754812,"No",3035.41794664511
"237",139755,2010,156900,13,3,2007,0.8878,0.862745,0.878745,830,1,99,0.795,13714,1,0.82,"GEORGIA INSTITUTE OF TECHNOLOGY",7,1537,21758960,"No",14156.7729342876,2007,4,4097,17559856,"No",4286.02782523798
"238",139755,2010,156900,13,3,2007,0.8878,0.862745,0.878745,830,2,99,0.623,13714,1,0.82,"GEORGIA INSTITUTE OF TECHNOLOGY",7,1537,21758960,"No",14156.7729342876,2007,4,4097,17559856,"No",4286.02782523798
"239",139755,2012,156900,13,5,2007,0.891314,0.854054,0.88498,905,1,99,0.827,14426,1,0.72,"GEORGIA INSTITUTE OF TECHNOLOGY",7,1416,24454346,"No",17270.0183615819,2007,4,4444,18755604,"No",4220.43294329433
"240",139755,2012,156900,13,5,2007,0.891314,0.854054,0.88498,905,2,99,0.752,14426,1,0.72,"GEORGIA INSTITUTE OF TECHNOLOGY",7,1416,24454346,"No",17270.0183615819,2007,4,4444,18755604,"No",4220.43294329433
"241",139773,2010,156700,13,3,2007,0.630854,0.510288,0.652632,198,1,99,0.136,6945,1,0.76,"GAINESVILLE STATE COLLEGE",7,51,332221,"No",6514.13725490196,2007,4,1329,4228395,"No",3181.63656884876
"242",139773,2010,156700,13,3,2007,0.630854,0.510288,0.652632,198,2,99,0.071,6945,1,0.76,"GAINESVILLE STATE COLLEGE",7,51,332221,"No",6514.13725490196,2007,4,1329,4228395,"No",3181.63656884876
"243",139861,2010,160200,13,3,2007,0.753363,0.63038,0.808,443,1,99,0.552,5538,1,0.94,"GEORGIA COLLEGE & STATE UNIVERSITY",7,340,2748681,"No",8084.35588235294,2007,4,1976,7924822,"No",4010.53744939271
"244",139861,2010,160200,13,3,2007,0.753363,0.63038,0.808,443,2,99,0.667,5538,1,0.94,"GEORGIA COLLEGE & STATE UNIVERSITY",7,340,2748681,"No",8084.35588235294,2007,4,1976,7924822,"No",4010.53744939271
"245",139861,2012,160200,13,5,2007,0.785148,0.691542,0.810811,467,2,99,0.583,5540,1,0.95,"GEORGIA COLLEGE & STATE UNIVERSITY",7,361,3543550,"No",9815.92797783934,2007,4,2557,10371102,"No",4055.96480250293
"246",139861,2012,160200,13,5,2007,0.785148,0.691542,0.810811,467,1,99,0.613,5540,1,0.95,"GEORGIA COLLEGE & STATE UNIVERSITY",7,361,3543550,"No",9815.92797783934,2007,4,2557,10371102,"No",4055.96480250293
"247",139904,2010,157100,13,3,2007,0.361622,0.283846,0.460784,209,2,99,0.168,1436,1,0.93,"GEORGIA MILITARY COLLEGE",7,84,434610,"No",5173.92857142857,2007,4,2605,9021663,"No",3463.2103646833
"248",139904,2010,157100,13,3,2007,0.361622,0.283846,0.460784,209,1,99,0.347,1436,1,0.93,"GEORGIA MILITARY COLLEGE",7,84,434610,"No",5173.92857142857,2007,4,2605,9021663,"No",3463.2103646833
"249",139904,2012,157100,13,5,2007,0.38234,0.307405,0.477308,221,1,99,0.393,1650,1,0.97,"GEORGIA MILITARY COLLEGE",7,10.812315,64088.26172,"No",5927.33949390117,2007,4,816.431763,2460598,"No",3013.84403634477
"250",139904,2012,157100,13,5,2007,0.38234,0.307405,0.477308,221,2,99,0.352,1650,1,0.97,"GEORGIA MILITARY COLLEGE",7,10.812315,64088.26172,"No",5927.33949390117,2007,4,816.431763,2460598,"No",3013.84403634477
"251",139931,2010,157200,13,3,2007,0.619482,0.522464,0.626845,1139,1,99,0.463,16681,1,0.9,"GEORGIA SOUTHERN UNIVERSITY",7,1507,12065015,"No",8005.98208360982,2007,4,8164,29325442,"No",3592.0433610975
"252",139931,2010,157200,13,3,2007,0.619482,0.522464,0.626845,1139,2,99,0.495,16681,1,0.9,"GEORGIA SOUTHERN UNIVERSITY",7,1507,12065015,"No",8005.98208360982,2007,4,8164,29325442,"No",3592.0433610975
"253",139931,2012,157200,13,5,2007,0.650045,0.552701,0.655301,1281,2,99,0.502,17010,1,0.89,"GEORGIA SOUTHERN UNIVERSITY",7,1244,10867061,"No",8735.57958199357,2007,4,9100,35740900,"No",3927.57142857143
"254",139931,2012,157200,13,5,2007,0.650045,0.552701,0.655301,1281,1,99,0.516,17010,1,0.89,"GEORGIA SOUTHERN UNIVERSITY",7,1244,10867061,"No",8735.57958199357,2007,4,9100,35740900,"No",3927.57142857143
"255",139940,2010,157400,13,3,2007,0.561535,0.512365,0.588475,878,2,99,0.505,21479,1,0.93,"GEORGIA STATE UNIVERSITY",7,1005,8227894,"No",8186.9592039801,2007,4,12394,54823688,"No",4423.40551879942
"256",139940,2010,157400,13,3,2007,0.561535,0.512365,0.588475,878,1,99,0.435,21479,1,0.93,"GEORGIA STATE UNIVERSITY",7,1005,8227894,"No",8186.9592039801,2007,4,12394,54823688,"No",4423.40551879942
"257",139940,2012,157400,13,5,2007,0.581983,0.537483,0.596608,1007,2,99,0.564,21951,1,0.91,"GEORGIA STATE UNIVERSITY",7,1007,9521837,"No",9455.64746772592,2007,4,14351,63646012,"No",4434.95310431329
"258",139940,2012,157400,13,5,2007,0.581983,0.537483,0.596608,1007,1,99,0.513,21951,1,0.91,"GEORGIA STATE UNIVERSITY",7,1007,9521837,"No",9455.64746772592,2007,4,14351,63646012,"No",4434.95310431329
"259",139959,2010,159800,13,3,2007,0.772115,0.676382,0.764531,1450,2,99,0.794,24956,1,0.93,"UNIVERSITY OF GEORGIA",7,1232,11627427,"No",9437.84659090909,2007,4,8369,36003728,"No",4302.03465169076
"260",139959,2010,159800,13,3,2007,0.772115,0.676382,0.764531,1450,1,99,0.84,24956,1,0.93,"UNIVERSITY OF GEORGIA",7,1232,11627427,"No",9437.84659090909,2007,4,8369,36003728,"No",4302.03465169076
"261",139959,2012,159800,13,5,2007,0.786981,0.699647,0.78708,1637,2,99,0.764,25050,1,0.94,"UNIVERSITY OF GEORGIA",7,1340,13764286,"No",10271.8552238806,2007,4,9456,38325532,"No",4053.03849407783
"262",139959,2012,159800,13,5,2007,0.786981,0.699647,0.78708,1637,1,99,0.838,25050,1,0.94,"UNIVERSITY OF GEORGIA",7,1340,13764286,"No",10271.8552238806,2007,4,9456,38325532,"No",4053.03849407783
"263",139968,2010,157500,13,3,2007,0.383321,0.288854,0.443064,187,1,99,0.181,4215,1,0.92,"GORDON STATE COLLEGE",7,93,394483,"No",4241.75268817204,2007,4,2962,8611444,"No",2907.30722484808
"264",139968,2010,157500,13,3,2007,0.383321,0.288854,0.443064,187,2,99,0.069,4215,1,0.92,"GORDON STATE COLLEGE",7,93,394483,"No",4241.75268817204,2007,4,2962,8611444,"No",2907.30722484808
"265",139968,2012,157500,13,5,2007,0.403286,0.31677,0.458333,191,2,99,0.087,3336,1,0.93,"GORDON STATE COLLEGE",7,58,353824,"No",6100.41379310345,2007,4,2289,7851106,"No",3429.92835299257
"266",139968,2012,157500,13,5,2007,0.403286,0.31677,0.458333,191,1,99,0.178,3336,1,0.93,"GORDON STATE COLLEGE",7,58,353824,"No",6100.41379310345,2007,4,2289,7851106,"No",3429.92835299257
"267",139995,2010,1077100,13,3,2007,0.359551,0.295082,-3,-3,2,99,0.66,246,1,0.9,"GUPTON-JONES COLLEGE",7,11,115818,"No",10528.9090909091,2007,4,99,635123,"No",6415.38383838384
"268",139995,2010,1077100,13,3,2007,0.359551,0.295082,-3,-3,1,99,0.917,246,1,0.9,"GUPTON-JONES COLLEGE",7,11,115818,"No",10528.9090909091,2007,4,99,635123,"No",6415.38383838384
"269",139995,2012,1077100,13,5,2007,0.352273,0.304,-3,-3,2,99,0.625,165,1,0.91,"GUPTON-JONES COLLEGE",7,1,12000,"No",12000,2007,4,78,404877,"No",5190.73076923077
"270",139995,2012,1077100,13,5,2007,0.352273,0.304,-3,-3,1,99,0.784,165,1,0.91,"GUPTON-JONES COLLEGE",7,1,12000,"No",12000,2007,4,78,404877,"No",5190.73076923077
"271",140003,2010,2583000,13,3,2007,0.265574,0.257143,-3,-3,1,99,0.594,477,1,0.82,"GWINNETT COLLEGE",7,1,1282,"No",1282,2007,4,540,2174183,"No",4026.26481481481
"272",140003,2010,2583000,13,3,2007,0.265574,0.257143,-3,-3,2,99,0.5,477,1,0.82,"GWINNETT COLLEGE",7,1,1282,"No",1282,2007,4,540,2174183,"No",4026.26481481481
"273",140003,2012,2583000,13,5,2007,0.331343,0.308271,-3,-3,1,99,0.548,404,1,0.95,"GWINNETT COLLEGE",7,2,14277,"No",7138.5,2007,4,483,2034622,"No",4212.46790890269
"274",140003,2012,2583000,13,5,2007,0.331343,0.308271,-3,-3,2,99,0.543,404,1,0.95,"GWINNETT COLLEGE",7,2,14277,"No",7138.5,2007,4,483,2034622,"No",4212.46790890269
"275",140012,2010,2288400,13,3,2007,0.460106,0.411017,0.504673,33,2,99,0.204,6068,1,0.83,"GWINNETT TECHNICAL COLLEGE",7,3,11230,"No",3743.33333333333,2007,4,2278,7587625,"No",3330.82748024583
"276",140012,2010,2288400,13,3,2007,0.460106,0.411017,0.504673,33,1,99,0.287,6068,1,0.83,"GWINNETT TECHNICAL COLLEGE",7,3,11230,"No",3743.33333333333,2007,4,2278,7587625,"No",3330.82748024583
"277",140012,2012,2288400,13,5,2007,0.469974,0.443983,0.519231,38,2,99,0.157,5138,1,0.9,"GWINNETT TECHNICAL COLLEGE",7,0,0,"No",NA,2007,4,2671,7504557,"No",2809.64320479221
"278",140012,2012,2288400,13,5,2007,0.469974,0.443983,0.519231,38,1,99,0.201,5138,1,0.9,"GWINNETT TECHNICAL COLLEGE",7,0,0,"No",NA,2007,4,2671,7504557,"No",2809.64320479221
"279",140164,2010,157700,13,3,2007,0.653874,0.576964,0.694019,899,2,99,0.414,19668,1,0.89,"KENNESAW STATE UNIVERSITY",7,396,3353567,"No",8468.60353535354,2007,4,10330,45564168,"No",4410.85847047435
"280",140164,2010,157700,13,3,2007,0.653874,0.576964,0.694019,899,1,99,0.402,19668,1,0.89,"KENNESAW STATE UNIVERSITY",7,396,3353567,"No",8468.60353535354,2007,4,10330,45564168,"No",4410.85847047435
"281",140164,2012,157700,13,5,2007,0.673865,0.604883,0.704298,972,1,99,0.434,19728,1,0.9,"KENNESAW STATE UNIVERSITY",7,493,5608716,"No",11376.7058823529,2007,4,11649,48374160,"No",4152.64486221993
"282",140164,2012,157700,13,5,2007,0.673865,0.604883,0.704298,972,2,99,0.399,19728,1,0.9,"KENNESAW STATE UNIVERSITY",7,493,5608716,"No",11376.7058823529,2007,4,11649,48374160,"No",4152.64486221993
"283",140234,2010,157800,13,3,2007,0.636364,0.535135,0.653409,90,2,99,0.393,853,1,0.98,"LAGRANGE COLLEGE",7,134,1368636,"No",10213.7014925373,2007,4,635,2756709,"No",4341.27401574803
"284",140234,2010,157800,13,3,2007,0.636364,0.535135,0.653409,90,1,99,0.485,853,1,0.98,"LAGRANGE COLLEGE",7,134,1368636,"No",10213.7014925373,2007,4,635,2756709,"No",4341.27401574803
"285",140234,2012,157800,13,5,2007,0.675,0.552239,0.709677,93,2,99,0.257,830,1,0.99,"LAGRANGE COLLEGE",7,87,1073993,"No",12344.7471264368,2007,4,654,2824097,"No",4318.19113149847
"286",140234,2012,157800,13,5,2007,0.675,0.552239,0.709677,93,1,99,0.379,830,1,0.99,"LAGRANGE COLLEGE",7,87,1073993,"No",12344.7471264368,2007,4,654,2824097,"No",4318.19113149847
"287",140252,2010,2074800,13,3,2007,0.519713,0.511236,-3,24,1,99,NA,822,1,0.89,"LIFE UNIVERSITY",7,49,723869,"No",14772.8367346939,2007,4,825,4644062,"No",5629.16606060606
"288",140252,2010,2074800,13,3,2007,0.519713,0.511236,-3,24,2,99,NA,822,1,0.89,"LIFE UNIVERSITY",7,49,723869,"No",14772.8367346939,2007,4,825,4644062,"No",5629.16606060606
"289",140252,2012,2074800,13,5,2007,0.547541,0.527919,-3,27,1,99,0.167,849,1,0.92,"LIFE UNIVERSITY",7,39,628900,"No",16125.641025641,2007,4,809,4129652,"No",5104.63782447466
"290",140252,2012,2074800,13,5,2007,0.547541,0.527919,-3,27,2,99,0.4,849,1,0.92,"LIFE UNIVERSITY",7,39,628900,"No",16125.641025641,2007,4,809,4129652,"No",5104.63782447466
"291",140447,2010,158000,13,3,2007,0.604104,0.503477,0.619366,339,2,99,0.56,4243,1,1,"MERCER UNIVERSITY",7,313,3288105,"No",10505.1277955272,2007,4,3214,14763274,"No",4593.42688238955
"292",140447,2010,158000,13,3,2007,0.604104,0.503477,0.619366,339,1,99,0.612,4243,1,1,"MERCER UNIVERSITY",7,313,3288105,"No",10505.1277955272,2007,4,3214,14763274,"No",4593.42688238955
"293",140447,2012,158000,13,5,2007,0.624659,0.515075,0.643185,384,2,99,0.508,4075,1,1,"MERCER UNIVERSITY",7,213,2440987,"No",11460.0328638498,2007,4,3044,13856744,"No",4552.14980289093
"294",140447,2012,158000,13,5,2007,0.624659,0.515075,0.643185,384,1,99,0.639,4075,1,1,"MERCER UNIVERSITY",7,213,2440987,"No",11460.0328638498,2007,4,3044,13856744,"No",4552.14980289093
"295",140483,2010,158100,13,3,2007,0.438433,0.375201,0.512821,100,2,99,0.048,3122,1,0.85,"MIDDLE GEORGIA STATE COLLEGE",7,221,896684,"No",4057.39366515837,2007,4,1740,5421871,"No",3116.01781609195
"296",140483,2010,158100,13,3,2007,0.438433,0.375201,0.512821,100,1,99,0.171,3122,1,0.85,"MIDDLE GEORGIA STATE COLLEGE",7,221,896684,"No",4057.39366515837,2007,4,1740,5421871,"No",3116.01781609195
"297",140553,2010,158200,13,3,2007,0.365654,0.282667,0.388679,216,2,99,0.544,2614,1,0.97,"MOREHOUSE COLLEGE",7,938,21513636,"Yes",22935.6460554371,2007,4,1887,7718226,"Yes",4090.20985691574
"298",140553,2010,158200,13,3,2007,0.365654,0.282667,0.388679,216,1,99,1,2614,1,0.97,"MOREHOUSE COLLEGE",7,938,21513636,"Yes",22935.6460554371,2007,4,1887,7718226,"Yes",4090.20985691574
"299",140553,2012,158200,13,5,2007,0.391444,0.306931,0.402685,233,1,99,NA,2379,1,0.94,"MOREHOUSE COLLEGE",7,760,18636540,"Yes",24521.7631578947,2007,4,1782,7690665,"Yes",4315.74915824916
"300",140553,2012,158200,13,5,2007,0.391444,0.306931,0.402685,233,2,99,0.539,2379,1,0.94,"MOREHOUSE COLLEGE",7,760,18636540,"Yes",24521.7631578947,2007,4,1782,7690665,"Yes",4315.74915824916
"301",140696,2010,158600,13,3,2007,0.679181,0.576,0.673913,76,1,99,0.592,1073,1,0.99,"OGLETHORPE UNIVERSITY",7,102,1174765,"No",11517.3039215686,2007,4,612,2804505,"No",4582.52450980392
"302",140696,2010,158600,13,3,2007,0.679181,0.576,0.673913,76,2,99,0.283,1073,1,0.99,"OGLETHORPE UNIVERSITY",7,102,1174765,"No",11517.3039215686,2007,4,612,2804505,"No",4582.52450980392
"303",140696,2012,158600,13,5,2007,0.679128,0.568,0.685185,88,1,99,0.649,1027,1,0.97,"OGLETHORPE UNIVERSITY",7,90,1228706,"No",13652.2888888889,2007,4,541,2325588,"No",4298.68391866913
"304",140696,2012,158600,13,5,2007,0.679128,0.568,0.685185,88,2,99,0.722,1027,1,0.97,"OGLETHORPE UNIVERSITY",7,90,1228706,"No",13652.2888888889,2007,4,541,2325588,"No",4298.68391866913
"305",140720,2010,158700,13,3,2007,0.263499,0.252632,0.255034,29,1,99,0,904,1,0.99,"PAINE COLLEGE",7,213,1706518,"Yes",8011.82159624413,2007,4,831,3486875,"Yes",4195.99879663057
"306",140720,2010,158700,13,3,2007,0.263499,0.252632,0.255034,29,2,99,0.278,904,1,0.99,"PAINE COLLEGE",7,213,1706518,"Yes",8011.82159624413,2007,4,831,3486875,"Yes",4195.99879663057
"307",140720,2012,158700,13,5,2007,0.297552,0.271341,0.309524,35,2,99,0.21,828,1,0.99,"PAINE COLLEGE",7,70,571423,"Yes",8163.18571428571,2007,4,687,3116018,"Yes",4535.6885007278
"308",140720,2012,158700,13,5,2007,0.297552,0.271341,0.309524,35,1,99,0.25,828,1,0.99,"PAINE COLLEGE",7,70,571423,"Yes",8163.18571428571,2007,4,687,3116018,"Yes",4535.6885007278
"309",140818,2010,158800,13,3,2007,0.664729,0.537383,0.727273,93,2,99,0.333,1229,1,0.99,"PIEDMONT COLLEGE",7,152,955526,"No",6286.3552631579,2007,4,926,3563859,"No",3848.65982721382
"310",140818,2010,158800,13,3,2007,0.664729,0.537383,0.727273,93,1,99,0.475,1229,1,0.99,"PIEDMONT COLLEGE",7,152,955526,"No",6286.3552631579,2007,4,926,3563859,"No",3848.65982721382
"311",140818,2012,158800,13,5,2007,0.671304,0.552846,0.71875,105,1,99,0.549,1255,1,0.99,"PIEDMONT COLLEGE",7,171,1338854,"No",7829.55555555556,2007,4,975,4087076,"No",4191.87282051282
"312",140818,2012,158800,13,5,2007,0.671304,0.552846,0.71875,105,2,99,0.148,1255,1,0.99,"PIEDMONT COLLEGE",7,171,1338854,"No",7829.55555555556,2007,4,975,4087076,"No",4191.87282051282
"313",140827,2010,2217200,13,3,2007,0.803922,0.816667,-3,18,2,99,NA,103,1,1,"PORTFOLIO CENTER-",7,6,113322,"No",18887,2007,4,90,542964,"No",6032.93333333333
"314",140827,2010,2217200,13,3,2007,0.803922,0.816667,-3,18,1,99,1,103,1,1,"PORTFOLIO CENTER-",7,6,113322,"No",18887,2007,4,90,542964,"No",6032.93333333333
"315",140827,2012,2217200,13,5,2007,0.794118,0.783333,-3,18,2,99,NA,141,1,0.86,"PORTFOLIO CENTER-",7,11,220300,"No",20027.2727272727,2007,4,202,1059100,"No",5243.06930693069
"316",140827,2012,2217200,13,5,2007,0.794118,0.783333,-3,18,1,99,1,141,1,0.86,"PORTFOLIO CENTER-",7,11,220300,"No",20027.2727272727,2007,4,202,1059100,"No",5243.06930693069
"317",140951,2010,2141500,13,3,2007,0.693684,0.561111,0.712644,640,2,99,0.519,7753,1,0.95,"SAVANNAH COLLEGE OF ART AND DESIGN",7,2371,55997472,"No",23617.6600590468,2007,4,4837,15436673,"No",3191.37337192475
"318",140951,2010,2141500,13,3,2007,0.693684,0.561111,0.712644,640,1,99,0.676,7753,1,0.95,"SAVANNAH COLLEGE OF ART AND DESIGN",7,2371,55997472,"No",23617.6600590468,2007,4,4837,15436673,"No",3191.37337192475
"319",140951,2012,2141500,13,5,2007,0.689725,0.564924,0.695522,703,1,99,0.767,8146,1,0.98,"SAVANNAH COLLEGE OF ART AND DESIGN",7,2132,62379528,"No",29258.6904315197,2007,4,4995,17421820,"No",3487.85185185185
"320",140951,2012,2141500,13,5,2007,0.689725,0.564924,0.695522,703,2,99,0.603,8146,1,0.98,"SAVANNAH COLLEGE OF ART AND DESIGN",7,2132,62379528,"No",29258.6904315197,2007,4,4995,17421820,"No",3487.85185185185
"321",140988,2010,159100,13,3,2007,0.616398,0.534335,0.610837,291,1,99,0.482,1646,1,1,"SHORTER UNIVERSITY",7,244,1961044,"No",8037.06557377049,2007,4,2697,14246726,"No",5282.43455691509
"322",140988,2010,159100,13,3,2007,0.616398,0.534335,0.610837,291,2,99,0.357,1646,1,1,"SHORTER UNIVERSITY",7,244,1961044,"No",8037.06557377049,2007,4,2697,14246726,"No",5282.43455691509
"323",140988,2012,159100,13,5,2007,0.610997,0.529058,0.594554,295,1,99,0.512,1488,1,0.99,"SHORTER UNIVERSITY",7,142,1579467,"No",11123.0070422535,2007,4,1854,10099730,"No",5447.53505933118
"324",140988,2012,159100,13,5,2007,0.610997,0.529058,0.594554,295,2,99,0.389,1488,1,0.99,"SHORTER UNIVERSITY",7,142,1579467,"No",11123.0070422535,2007,4,1854,10099730,"No",5447.53505933118
"325",140997,2010,159200,13,3,2007,0.495851,0.438776,0.566879,31,2,99,0.056,1937,1,0.94,"SOUTH GEORGIA STATE COLLEGE",7,85,354729,"No",4173.28235294118,2007,4,1025,2801047,"No",2732.7287804878
"326",140997,2010,159200,13,3,2007,0.495851,0.438776,0.566879,31,1,99,0.183,1937,1,0.94,"SOUTH GEORGIA STATE COLLEGE",7,85,354729,"No",4173.28235294118,2007,4,1025,2801047,"No",2732.7287804878
"327",141015,2010,2285500,13,3,2007,0.837349,0.833333,-3,35,1,99,0.667,279,1,1,"CREATIVE CIRCUS (THE)",7,26,485320,"No",18666.1538461538,2007,4,208,1209266,"No",5813.77884615385
"328",141015,2010,2285500,13,3,2007,0.837349,0.833333,-3,35,2,99,NA,279,1,1,"CREATIVE CIRCUS (THE)",7,26,485320,"No",18666.1538461538,2007,4,208,1209266,"No",5813.77884615385
"329",141015,2012,2285500,13,5,2007,0.851429,0.852941,-3,35,2,99,0,221,1,1,"CREATIVE CIRCUS (THE)",7,26,657186,"No",25276.3846153846,2007,4,192,1007176,"No",5245.70833333333
"330",141015,2012,2285500,13,5,2007,0.851429,0.852941,-3,35,1,99,0.143,221,1,1,"CREATIVE CIRCUS (THE)",7,26,657186,"No",25276.3846153846,2007,4,192,1007176,"No",5245.70833333333
"331",141060,2010,159400,13,3,2007,0.628019,0.57551,0.631336,159,1,99,NA,2443,1,0.94,"SPELMAN COLLEGE",7,770,18368104,"Yes",23854.6805194805,2007,4,1455,5398830,"Yes",3710.53608247423
"332",141060,2010,159400,13,3,2007,0.628019,0.57551,0.631336,159,2,99,0.782,2443,1,0.94,"SPELMAN COLLEGE",7,770,18368104,"Yes",23854.6805194805,2007,4,1455,5398830,"Yes",3710.53608247423
"333",141060,2012,159400,13,5,2007,0.659452,0.602273,0.671875,173,2,99,0.686,2383,1,0.9,"SPELMAN COLLEGE",7,702,19358104,"Yes",27575.6467236467,2007,4,1512,6159107,"Yes",4073.48346560847
"334",141060,2012,159400,13,5,2007,0.659452,0.602273,0.671875,173,1,99,NA,2383,1,0.9,"SPELMAN COLLEGE",7,702,19358104,"Yes",27575.6467236467,2007,4,1512,6159107,"Yes",4073.48346560847
"335",141237,2010,159700,13,3,2007,0.660714,0.542373,0.68,65,1,99,0.321,600,1,0.99,"TRUETT MCCONNELL COLLEGE",7,64,420866,"No",6576.03125,2007,4,289,1050649,"No",3635.46366782007
"336",141237,2010,159700,13,3,2007,0.660714,0.542373,0.68,65,2,99,0.12,600,1,0.99,"TRUETT MCCONNELL COLLEGE",7,64,420866,"No",6576.03125,2007,4,289,1050649,"No",3635.46366782007
"337",141237,2012,159700,13,5,2007,0.677551,0.557143,0.711538,71,2,99,0.2,886,1,1,"TRUETT MCCONNELL COLLEGE",7,38,266958,"No",7025.21052631579,2007,4,368,1397623,"No",3797.88858695652
"338",141237,2012,159700,13,5,2007,0.677551,0.557143,0.711538,71,1,99,0.319,886,1,1,"TRUETT MCCONNELL COLLEGE",7,38,266958,"No",7025.21052631579,2007,4,368,1397623,"No",3797.88858695652
"339",141307,2010,2055000,13,3,2007,0.470297,0.370968,-3,15,2,99,0,864,1,0.93,"WAYCROSS COLLEGE",7,0,0,"No",NA,2007,4,153,408407,"No",2669.32679738562
"340",141307,2010,2055000,13,3,2007,0.470297,0.370968,-3,15,1,99,0.203,864,1,0.93,"WAYCROSS COLLEGE",7,0,0,"No",NA,2007,4,153,408407,"No",2669.32679738562
"341",141325,2010,160000,13,3,2007,0.577236,0.439394,-3,35,1,99,0.429,472,1,0.98,"WESLEYAN COLLEGE",7,70,458095,"No",6544.21428571429,2007,4,323,1413011,"No",4374.64705882353
"342",141325,2010,160000,13,3,2007,0.577236,0.439394,-3,35,2,99,0.519,472,1,0.98,"WESLEYAN COLLEGE",7,70,458095,"No",6544.21428571429,2007,4,323,1413011,"No",4374.64705882353
"343",141325,2012,160000,13,5,2007,0.598425,0.459259,-3,38,1,99,0.578,516,1,1,"WESLEYAN COLLEGE",7,36,276630,"No",7684.16666666667,2007,4,296,1347678,"No",4552.96621621622
"344",141325,2012,160000,13,5,2007,0.598425,0.459259,-3,38,2,99,0.636,516,1,1,"WESLEYAN COLLEGE",7,36,276630,"No",7684.16666666667,2007,4,296,1347678,"No",4552.96621621622
"345",141334,2010,160100,13,3,2007,0.575595,0.485189,0.603664,590,2,99,0.449,9155,1,0.92,"UNIVERSITY OF WEST GEORGIA",7,612,3481059,"No",5688.00490196078,2007,4,4782,17215724,"No",3600.1095775826
"346",141334,2010,160100,13,3,2007,0.575595,0.485189,0.603664,590,1,99,0.37,9155,1,0.92,"UNIVERSITY OF WEST GEORGIA",7,612,3481059,"No",5688.00490196078,2007,4,4782,17215724,"No",3600.1095775826
"347",141334,2012,160100,13,5,2007,0.602265,0.520985,0.623693,670,1,99,0.428,9112,1,0.94,"UNIVERSITY OF WEST GEORGIA",7,811,6892639,"No",8498.93834771887,2007,4,6475,27269752,"No",4211.54471042471
"348",141334,2012,160100,13,5,2007,0.602265,0.520985,0.623693,670,2,99,0.457,9112,1,0.94,"UNIVERSITY OF WEST GEORGIA",7,811,6892639,"No",8498.93834771887,2007,4,6475,27269752,"No",4211.54471042471
"349",141361,2010,160400,13,3,2007,0.739496,0.619048,0.780952,70,1,99,0.357,876,1,1,"YOUNG HARRIS COLLEGE",7,123,1033173,"No",8399.78048780488,2007,4,454,1597577,"No",3518.89207048458
"350",141361,2010,160400,13,3,2007,0.739496,0.619048,0.780952,70,2,99,0.167,876,1,1,"YOUNG HARRIS COLLEGE",7,123,1033173,"No",8399.78048780488,2007,4,454,1597577,"No",3518.89207048458
"351",141361,2012,160400,13,5,2007,0.765182,0.683333,0.754545,77,1,99,0.295,1073,1,1,"YOUNG HARRIS COLLEGE",7,110,1058647,"No",9624.06363636364,2007,4,598,2309580,"No",3862.17391304348
